,name,distance,mass,radius
598,LHS 102BC,,,
599,2MASS J00242463-0158201,37.7,79,1.09
600,2MASS J00250365+4759191AB,143,,
601,2MASS J00274197+0503417,236,31,1.44
602,2MASS J00275592+2219328,46.9,,
603,2MASSW J0030300-145033,87.2,54,0.98
604,2MASS J00332386-1521309 [de],131,29,1.43
605,2MASS J00345157+0523050,31,42,0.94
606,2MASS 0036+1821,28.6,42,0.94
607,2MASSW J0045214+163445,57,23,1.62
608,WISEP J004701.06+680352.1 [fr],40,12,1.3
609,2MASS J00501994-3322402 [de],34,40,0.94
610,2MASS J00034227-2822410,,,
611,2MASS J00584253-0651239 [de],96,29,1.43
612,CFBDS J005910.90–011401.3,30,23,
613,2MASSI J0103320+193536,70,52,0.98
614,SDSSp J010752.33+004156.1 [de],51,52,0.98
615,2MASSI J0117474-340325 [de],163,20,1.62
616,2MASS J01415823-4633574 [de],130,20,1.61
617,SDSS J015141.69+124429.6,70,47,0.97
618,DENIS-P J020529.0−115925A,65,,
619,DENIS-P J020529.0−115925B,65,,
620,DENIS-P J020529.0−115925C,65,,
621,SDSS J020742.48+000056.2 [de],111,47,0.97
622,2MASS J02103857-3015313,101,15,1.53
623,2MASS J02340093-6442068,155,20,1.62
624,2MASS J02411151-0326587 [de],152,27,1.41
625,2MASS J02431371−2453298,35,33,0.99
626,LP 771-21,53,78,1.08
627,2MASS J02511327+0047364,,,
628,2MASS J02535980+3206373,184,65,1.9
629,WISE J0254+0223,24,65,1.9
630,SDSS J000013.54+255418.6 [de],46.1,48,0.99
631,2MASS J08283419-1309198,,,
632,2MASS J00040288-6410358,192,19,1.63
633,LHS 102BC,,,
634,2MASS J00242463-0158201,37.7,79,1.09
635,2MASS J00250365+4759191AB,143,,
636,2MASS J00274197+0503417,236,31,1.44
637,2MASS J00275592+2219328,46.9,,
638,2MASSW J0030300-145033,87.2,54,0.98
639,2MASS J00332386-1521309 [de],131,29,1.43
640,2MASS J00345157+0523050,31,42,0.94
641,2MASS 0036+1821,28.6,42,0.94
642,2MASSW J0045214+163445,57,23,1.62
643,WISEP J004701.06+680352.1 [fr],40,12,1.3
644,2MASS J00501994-3322402 [de],34,40,0.94
645,2MASS J00034227-2822410,,,
646,2MASS J00584253-0651239 [de],96,29,1.43
647,CFBDS J005910.90–011401.3,30,23,
648,2MASSI J0103320+193536,70,52,0.98
649,SDSSp J010752.33+004156.1 [de],51,52,0.98
650,2MASSI J0117474-340325 [de],163,20,1.62
651,2MASS J01415823-4633574 [de],130,20,1.61
652,SDSS J015141.69+124429.6,70,47,0.97
653,DENIS-P J020529.0−115925A,65,,
654,DENIS-P J020529.0−115925B,65,,
655,DENIS-P J020529.0−115925C,65,,
656,SDSS J020742.48+000056.2 [de],111,47,0.97
657,2MASS J02103857-3015313,101,15,1.53
658,2MASS J02340093-6442068,155,20,1.62
659,2MASS J02411151-0326587 [de],152,27,1.41
660,2MASS J02431371−2453298,35,33,0.99
661,LP 771-21,53,78,1.08
662,2MASS J02511327+0047364,,,
663,2MASS J02535980+3206373,184,65,1.9
664,WISE J0254+0223,24,65,1.9
665,DEN 0255-4700,16.2,80,0.97
666,SDSS J000013.54+255418.6 [de],46.1,48,0.99
667,2MASS J08283419-1309198,,,
668,2MASS J00040288-6410358,192,19,1.63
669,LHS 102BC,,,
670,2MASS J00242463-0158201,37.7,79,1.09
671,2MASS J00250365+4759191AB,143,,
672,2MASS J00274197+0503417,236,31,1.44
673,2MASS J00275592+2219328,46.9,,
674,2MASSW J0030300-145033,87.2,54,0.98
675,2MASS J00332386-1521309 [de],131,29,1.43
676,2MASS J00345157+0523050,31,42,0.94
677,2MASS 0036+1821,28.6,42,0.94
678,2MASSW J0045214+163445,57,23,1.62
679,WISEP J004701.06+680352.1 [fr],40,12,1.3
680,2MASS J00501994-3322402 [de],34,40,0.94
681,2MASS J00034227-2822410,,,
682,2MASS J00584253-0651239 [de],96,29,1.43
683,CFBDS J005910.90–011401.3,30,23,
684,2MASSI J0103320+193536,70,52,0.98
685,SDSSp J010752.33+004156.1 [de],51,52,0.98
686,2MASSI J0117474-340325 [de],163,20,1.62
687,2MASS J01415823-4633574 [de],130,20,1.61
688,SDSS J015141.69+124429.6,70,47,0.97
689,DENIS-P J020529.0−115925A,65,,
690,DENIS-P J020529.0−115925B,65,,
691,DENIS-P J020529.0−115925C,65,,
692,SDSS J020742.48+000056.2 [de],111,47,0.97
693,2MASS J02103857-3015313,101,15,1.53
694,2MASS J02340093-6442068,155,20,1.62
695,2MASS J02411151-0326587 [de],152,27,1.41
696,2MASS J02431371−2453298,35,33,0.99
697,LP 771-21,53,78,1.08
698,2MASS J02511327+0047364,,,
699,2MASS J02535980+3206373,184,65,1.9
700,WISE J0254+0223,24,65,1.9
701,DEN 0255-4700,16.2,80,0.97
702,2MASS J03185403-3421292 [de],45,49,0.97
703,SDSS J000013.54+255418.6 [de],46.1,48,0.99
704,2MASS J08283419-1309198,,,
705,2MASS J00040288-6410358,192,19,1.63
706,LHS 102BC,,,
707,2MASS J00242463-0158201,37.7,79,1.09
708,2MASS J00250365+4759191AB,143,,
709,2MASS J00274197+0503417,236,31,1.44
710,2MASS J00275592+2219328,46.9,,
711,2MASSW J0030300-145033,87.2,54,0.98
712,2MASS J00332386-1521309 [de],131,29,1.43
713,2MASS J00345157+0523050,31,42,0.94
714,2MASS 0036+1821,28.6,42,0.94
715,2MASSW J0045214+163445,57,23,1.62
716,WISEP J004701.06+680352.1 [fr],40,12,1.3
717,2MASS J00501994-3322402 [de],34,40,0.94
718,2MASS J00034227-2822410,,,
719,2MASS J00584253-0651239 [de],96,29,1.43
720,CFBDS J005910.90–011401.3,30,23,
721,2MASSI J0103320+193536,70,52,0.98
722,SDSSp J010752.33+004156.1 [de],51,52,0.98
723,2MASSI J0117474-340325 [de],163,20,1.62
724,2MASS J01415823-4633574 [de],130,20,1.61
725,SDSS J015141.69+124429.6,70,47,0.97
726,DENIS-P J020529.0−115925A,65,,
727,DENIS-P J020529.0−115925B,65,,
728,DENIS-P J020529.0−115925C,65,,
729,SDSS J020742.48+000056.2 [de],111,47,0.97
730,2MASS J02103857-3015313,101,15,1.53
731,2MASS J02340093-6442068,155,20,1.62
732,2MASS J02411151-0326587 [de],152,27,1.41
733,2MASS J02431371−2453298,35,33,0.99
734,LP 771-21,53,78,1.08
735,2MASS J02511327+0047364,,,
736,2MASS J02535980+3206373,184,65,1.9
737,WISE J0254+0223,24,65,1.9
738,DEN 0255-4700,16.2,80,0.97
739,2MASS J03185403-3421292 [de],45,49,0.97
740,2MASS J03205965+1854233,47,88,1.15
741,SDSS J000013.54+255418.6 [de],46.1,48,0.99
742,2MASS J08283419-1309198,,,
743,2MASS J00040288-6410358,192,19,1.63
744,LHS 102BC,,,
745,2MASS J00242463-0158201,37.7,79,1.09
746,2MASS J00250365+4759191AB,143,,
747,2MASS J00274197+0503417,236,31,1.44
748,2MASS J00275592+2219328,46.9,,
749,2MASSW J0030300-145033,87.2,54,0.98
750,2MASS J00332386-1521309 [de],131,29,1.43
751,2MASS J00345157+0523050,31,42,0.94
752,2MASS 0036+1821,28.6,42,0.94
753,2MASSW J0045214+163445,57,23,1.62
754,WISEP J004701.06+680352.1 [fr],40,12,1.3
755,2MASS J00501994-3322402 [de],34,40,0.94
756,2MASS J00034227-2822410,,,
757,2MASS J00584253-0651239 [de],96,29,1.43
758,CFBDS J005910.90–011401.3,30,23,
759,2MASSI J0103320+193536,70,52,0.98
760,SDSSp J010752.33+004156.1 [de],51,52,0.98
761,2MASSI J0117474-340325 [de],163,20,1.62
762,2MASS J01415823-4633574 [de],130,20,1.61
763,SDSS J015141.69+124429.6,70,47,0.97
764,DENIS-P J020529.0−115925A,65,,
765,DENIS-P J020529.0−115925B,65,,
766,DENIS-P J020529.0−115925C,65,,
767,SDSS J020742.48+000056.2 [de],111,47,0.97
768,2MASS J02103857-3015313,101,15,1.53
769,2MASS J02340093-6442068,155,20,1.62
770,2MASS J02411151-0326587 [de],152,27,1.41
771,2MASS J02431371−2453298,35,33,0.99
772,LP 771-21,53,78,1.08
773,2MASS J02511327+0047364,,,
774,2MASS J02535980+3206373,184,65,1.9
775,WISE J0254+0223,24,65,1.9
776,DEN 0255-4700,16.2,80,0.97
777,2MASS J03185403-3421292 [de],45,49,0.97
778,2MASS J03205965+1854233,47,88,1.15
779,2MASS J03231002-4631237,192,23,1.66
780,SDSS J000013.54+255418.6 [de],46.1,48,0.99
781,2MASS J08283419-1309198,,,
782,2MASS J00040288-6410358,192,19,1.63
783,LHS 102BC,,,
784,2MASS J00242463-0158201,37.7,79,1.09
785,2MASS J00250365+4759191AB,143,,
786,2MASS J00274197+0503417,236,31,1.44
787,2MASS J00275592+2219328,46.9,,
788,2MASSW J0030300-145033,87.2,54,0.98
789,2MASS J00332386-1521309 [de],131,29,1.43
790,2MASS J00345157+0523050,31,42,0.94
791,2MASS 0036+1821,28.6,42,0.94
792,2MASSW J0045214+163445,57,23,1.62
793,WISEP J004701.06+680352.1 [fr],40,12,1.3
794,2MASS J00501994-3322402 [de],34,40,0.94
795,2MASS J00034227-2822410,,,
796,2MASS J00584253-0651239 [de],96,29,1.43
797,CFBDS J005910.90–011401.3,30,23,
798,2MASSI J0103320+193536,70,52,0.98
799,SDSSp J010752.33+004156.1 [de],51,52,0.98
800,2MASSI J0117474-340325 [de],163,20,1.62
801,2MASS J01415823-4633574 [de],130,20,1.61
802,SDSS J015141.69+124429.6,70,47,0.97
803,DENIS-P J020529.0−115925A,65,,
804,DENIS-P J020529.0−115925B,65,,
805,DENIS-P J020529.0−115925C,65,,
806,SDSS J020742.48+000056.2 [de],111,47,0.97
807,2MASS J02103857-3015313,101,15,1.53
808,2MASS J02340093-6442068,155,20,1.62
809,2MASS J02411151-0326587 [de],152,27,1.41
810,2MASS J02431371−2453298,35,33,0.99
811,LP 771-21,53,78,1.08
812,2MASS J02511327+0047364,,,
813,2MASS J02535980+3206373,184,65,1.9
814,WISE J0254+0223,24,65,1.9
815,DEN 0255-4700,16.2,80,0.97
816,2MASS J03185403-3421292 [de],45,49,0.97
817,2MASS J03205965+1854233,47,88,1.15
818,2MASS J03231002-4631237,192,23,1.66
819,SDSS J032553.17+042540.1,59,45,0.95
820,SDSS J000013.54+255418.6 [de],46.1,48,0.99
821,2MASS J08283419-1309198,,,
822,2MASS J00040288-6410358,192,19,1.63
823,LHS 102BC,,,
824,2MASS J00242463-0158201,37.7,79,1.09
825,2MASS J00250365+4759191AB,143,,
826,2MASS J00274197+0503417,236,31,1.44
827,2MASS J00275592+2219328,46.9,,
828,2MASSW J0030300-145033,87.2,54,0.98
829,2MASS J00332386-1521309 [de],131,29,1.43
830,2MASS J00345157+0523050,31,42,0.94
831,2MASS 0036+1821,28.6,42,0.94
832,2MASSW J0045214+163445,57,23,1.62
833,WISEP J004701.06+680352.1 [fr],40,12,1.3
834,2MASS J00501994-3322402 [de],34,40,0.94
835,2MASS J00034227-2822410,,,
836,2MASS J00584253-0651239 [de],96,29,1.43
837,CFBDS J005910.90–011401.3,30,23,
838,2MASSI J0103320+193536,70,52,0.98
839,SDSSp J010752.33+004156.1 [de],51,52,0.98
840,2MASSI J0117474-340325 [de],163,20,1.62
841,2MASS J01415823-4633574 [de],130,20,1.61
842,SDSS J015141.69+124429.6,70,47,0.97
843,DENIS-P J020529.0−115925A,65,,
844,DENIS-P J020529.0−115925B,65,,
845,DENIS-P J020529.0−115925C,65,,
846,SDSS J020742.48+000056.2 [de],111,47,0.97
847,2MASS J02103857-3015313,101,15,1.53
848,2MASS J02340093-6442068,155,20,1.62
849,2MASS J02411151-0326587 [de],152,27,1.41
850,2MASS J02431371−2453298,35,33,0.99
851,LP 771-21,53,78,1.08
852,2MASS J02511327+0047364,,,
853,2MASS J02535980+3206373,184,65,1.9
854,WISE J0254+0223,24,65,1.9
855,DEN 0255-4700,16.2,80,0.97
856,2MASS J03185403-3421292 [de],45,49,0.97
857,2MASS J03205965+1854233,47,88,1.15
858,2MASS J03231002-4631237,192,23,1.66
859,SDSS J032553.17+042540.1,59,45,0.95
860,2MASS J03264225-2102057 [de],80,18,1.3
861,SDSS J000013.54+255418.6 [de],46.1,48,0.99
862,2MASS J08283419-1309198,,,
863,2MASS J00040288-6410358,192,19,1.63
864,LHS 102BC,,,
865,2MASS J00242463-0158201,37.7,79,1.09
866,2MASS J00250365+4759191AB,143,,
867,2MASS J00274197+0503417,236,31,1.44
868,2MASS J00275592+2219328,46.9,,
869,2MASSW J0030300-145033,87.2,54,0.98
870,2MASS J00332386-1521309 [de],131,29,1.43
871,2MASS J00345157+0523050,31,42,0.94
872,2MASS 0036+1821,28.6,42,0.94
873,2MASSW J0045214+163445,57,23,1.62
874,WISEP J004701.06+680352.1 [fr],40,12,1.3
875,2MASS J00501994-3322402 [de],34,40,0.94
876,2MASS J00034227-2822410,,,
877,2MASS J00584253-0651239 [de],96,29,1.43
878,CFBDS J005910.90–011401.3,30,23,
879,2MASSI J0103320+193536,70,52,0.98
880,SDSSp J010752.33+004156.1 [de],51,52,0.98
881,2MASSI J0117474-340325 [de],163,20,1.62
882,2MASS J01415823-4633574 [de],130,20,1.61
883,SDSS J015141.69+124429.6,70,47,0.97
884,DENIS-P J020529.0−115925A,65,,
885,DENIS-P J020529.0−115925B,65,,
886,DENIS-P J020529.0−115925C,65,,
887,SDSS J020742.48+000056.2 [de],111,47,0.97
888,2MASS J02103857-3015313,101,15,1.53
889,2MASS J02340093-6442068,155,20,1.62
890,2MASS J02411151-0326587 [de],152,27,1.41
891,2MASS J02431371−2453298,35,33,0.99
892,LP 771-21,53,78,1.08
893,2MASS J02511327+0047364,,,
894,2MASS J02535980+3206373,184,65,1.9
895,WISE J0254+0223,24,65,1.9
896,DEN 0255-4700,16.2,80,0.97
897,2MASS J03185403-3421292 [de],45,49,0.97
898,2MASS J03205965+1854233,47,88,1.15
899,2MASS J03231002-4631237,192,23,1.66
900,SDSS J032553.17+042540.1,59,45,0.95
901,2MASS J03264225-2102057 [de],80,18,1.3
902,2MASS J03284265+2302051 [de],98,54,0.98
903,SDSS J000013.54+255418.6 [de],46.1,48,0.99
904,2MASS J08283419-1309198,,,
905,2MASS J00040288-6410358,192,19,1.63
906,LHS 102BC,,,
907,2MASS J00242463-0158201,37.7,79,1.09
908,2MASS J00250365+4759191AB,143,,
909,2MASS J00274197+0503417,236,31,1.44
910,2MASS J00275592+2219328,46.9,,
911,2MASSW J0030300-145033,87.2,54,0.98
912,2MASS J00332386-1521309 [de],131,29,1.43
913,2MASS J00345157+0523050,31,42,0.94
914,2MASS 0036+1821,28.6,42,0.94
915,2MASSW J0045214+163445,57,23,1.62
916,WISEP J004701.06+680352.1 [fr],40,12,1.3
917,2MASS J00501994-3322402 [de],34,40,0.94
918,2MASS J00034227-2822410,,,
919,2MASS J00584253-0651239 [de],96,29,1.43
920,CFBDS J005910.90–011401.3,30,23,
921,2MASSI J0103320+193536,70,52,0.98
922,SDSSp J010752.33+004156.1 [de],51,52,0.98
923,2MASSI J0117474-340325 [de],163,20,1.62
924,2MASS J01415823-4633574 [de],130,20,1.61
925,SDSS J015141.69+124429.6,70,47,0.97
926,DENIS-P J020529.0−115925A,65,,
927,DENIS-P J020529.0−115925B,65,,
928,DENIS-P J020529.0−115925C,65,,
929,SDSS J020742.48+000056.2 [de],111,47,0.97
930,2MASS J02103857-3015313,101,15,1.53
931,2MASS J02340093-6442068,155,20,1.62
932,2MASS J02411151-0326587 [de],152,27,1.41
933,2MASS J02431371−2453298,35,33,0.99
934,LP 771-21,53,78,1.08
935,2MASS J02511327+0047364,,,
936,2MASS J02535980+3206373,184,65,1.9
937,WISE J0254+0223,24,65,1.9
938,DEN 0255-4700,16.2,80,0.97
939,2MASS J03185403-3421292 [de],45,49,0.97
940,2MASS J03205965+1854233,47,88,1.15
941,2MASS J03231002-4631237,192,23,1.66
942,SDSS J032553.17+042540.1,59,45,0.95
943,2MASS J03264225-2102057 [de],80,18,1.3
944,2MASS J03284265+2302051 [de],98,54,0.98
945,2MASS J03341218-4953322,27.0,73,1.04
946,SDSS J000013.54+255418.6 [de],46.1,48,0.99
947,2MASS J08283419-1309198,,,
948,2MASS J00040288-6410358,192,19,1.63
949,LHS 102BC,,,
950,2MASS J00242463-0158201,37.7,79,1.09
951,2MASS J00250365+4759191AB,143,,
952,2MASS J00274197+0503417,236,31,1.44
953,2MASS J00275592+2219328,46.9,,
954,2MASSW J0030300-145033,87.2,54,0.98
955,2MASS J00332386-1521309 [de],131,29,1.43
956,2MASS J00345157+0523050,31,42,0.94
957,2MASS 0036+1821,28.6,42,0.94
958,2MASSW J0045214+163445,57,23,1.62
959,WISEP J004701.06+680352.1 [fr],40,12,1.3
960,2MASS J00501994-3322402 [de],34,40,0.94
961,2MASS J00034227-2822410,,,
962,2MASS J00584253-0651239 [de],96,29,1.43
963,CFBDS J005910.90–011401.3,30,23,
964,2MASSI J0103320+193536,70,52,0.98
965,SDSSp J010752.33+004156.1 [de],51,52,0.98
966,2MASSI J0117474-340325 [de],163,20,1.62
967,2MASS J01415823-4633574 [de],130,20,1.61
968,SDSS J015141.69+124429.6,70,47,0.97
969,DENIS-P J020529.0−115925A,65,,
970,DENIS-P J020529.0−115925B,65,,
971,DENIS-P J020529.0−115925C,65,,
972,SDSS J020742.48+000056.2 [de],111,47,0.97
973,2MASS J02103857-3015313,101,15,1.53
974,2MASS J02340093-6442068,155,20,1.62
975,2MASS J02411151-0326587 [de],152,27,1.41
976,2MASS J02431371−2453298,35,33,0.99
977,LP 771-21,53,78,1.08
978,2MASS J02511327+0047364,,,
979,2MASS J02535980+3206373,184,65,1.9
980,WISE J0254+0223,24,65,1.9
981,DEN 0255-4700,16.2,80,0.97
982,2MASS J03185403-3421292 [de],45,49,0.97
983,2MASS J03205965+1854233,47,88,1.15
984,2MASS J03231002-4631237,192,23,1.66
985,SDSS J032553.17+042540.1,59,45,0.95
986,2MASS J03264225-2102057 [de],80,18,1.3
987,2MASS J03284265+2302051 [de],98,54,0.98
988,2MASS J03341218-4953322,27.0,73,1.04
989,LP 944-20,20.9,73,1.43
990,SDSS J000013.54+255418.6 [de],46.1,48,0.99
991,2MASS J08283419-1309198,,,
992,2MASS J00040288-6410358,192,19,1.63
993,LHS 102BC,,,
994,2MASS J00242463-0158201,37.7,79,1.09
995,2MASS J00250365+4759191AB,143,,
996,2MASS J00274197+0503417,236,31,1.44
997,2MASS J00275592+2219328,46.9,,
998,2MASSW J0030300-145033,87.2,54,0.98
999,2MASS J00332386-1521309 [de],131,29,1.43
1000,2MASS J00345157+0523050,31,42,0.94
1001,2MASS 0036+1821,28.6,42,0.94
1002,2MASSW J0045214+163445,57,23,1.62
1003,WISEP J004701.06+680352.1 [fr],40,12,1.3
1004,2MASS J00501994-3322402 [de],34,40,0.94
1005,2MASS J00034227-2822410,,,
1006,2MASS J00584253-0651239 [de],96,29,1.43
1007,CFBDS J005910.90–011401.3,30,23,
1008,2MASSI J0103320+193536,70,52,0.98
1009,SDSSp J010752.33+004156.1 [de],51,52,0.98
1010,2MASSI J0117474-340325 [de],163,20,1.62
1011,2MASS J01415823-4633574 [de],130,20,1.61
1012,SDSS J015141.69+124429.6,70,47,0.97
1013,DENIS-P J020529.0−115925A,65,,
1014,DENIS-P J020529.0−115925B,65,,
1015,DENIS-P J020529.0−115925C,65,,
1016,SDSS J020742.48+000056.2 [de],111,47,0.97
1017,2MASS J02103857-3015313,101,15,1.53
1018,2MASS J02340093-6442068,155,20,1.62
1019,2MASS J02411151-0326587 [de],152,27,1.41
1020,2MASS J02431371−2453298,35,33,0.99
1021,LP 771-21,53,78,1.08
1022,2MASS J02511327+0047364,,,
1023,2MASS J02535980+3206373,184,65,1.9
1024,WISE J0254+0223,24,65,1.9
1025,DEN 0255-4700,16.2,80,0.97
1026,2MASS J03185403-3421292 [de],45,49,0.97
1027,2MASS J03205965+1854233,47,88,1.15
1028,2MASS J03231002-4631237,192,23,1.66
1029,SDSS J032553.17+042540.1,59,45,0.95
1030,2MASS J03264225-2102057 [de],80,18,1.3
1031,2MASS J03284265+2302051 [de],98,54,0.98
1032,2MASS J03341218-4953322,27.0,73,1.04
1033,LP 944-20,20.9,73,1.43
1034,2MASP J0345432+254023,88,74,1.05
1035,SDSS J000013.54+255418.6 [de],46.1,48,0.99
1036,2MASS J08283419-1309198,,,
1037,2MASS J00040288-6410358,192,19,1.63
1038,LHS 102BC,,,
1039,2MASS J00242463-0158201,37.7,79,1.09
1040,2MASS J00250365+4759191AB,143,,
1041,2MASS J00274197+0503417,236,31,1.44
1042,2MASS J00275592+2219328,46.9,,
1043,2MASSW J0030300-145033,87.2,54,0.98
1044,2MASS J00332386-1521309 [de],131,29,1.43
1045,2MASS J00345157+0523050,31,42,0.94
1046,2MASS 0036+1821,28.6,42,0.94
1047,2MASSW J0045214+163445,57,23,1.62
1048,WISEP J004701.06+680352.1 [fr],40,12,1.3
1049,2MASS J00501994-3322402 [de],34,40,0.94
1050,2MASS J00034227-2822410,,,
1051,2MASS J00584253-0651239 [de],96,29,1.43
1052,CFBDS J005910.90–011401.3,30,23,
1053,2MASSI J0103320+193536,70,52,0.98
1054,SDSSp J010752.33+004156.1 [de],51,52,0.98
1055,2MASSI J0117474-340325 [de],163,20,1.62
1056,2MASS J01415823-4633574 [de],130,20,1.61
1057,SDSS J015141.69+124429.6,70,47,0.97
1058,DENIS-P J020529.0−115925A,65,,
1059,DENIS-P J020529.0−115925B,65,,
1060,DENIS-P J020529.0−115925C,65,,
1061,SDSS J020742.48+000056.2 [de],111,47,0.97
1062,2MASS J02103857-3015313,101,15,1.53
1063,2MASS J02340093-6442068,155,20,1.62
1064,2MASS J02411151-0326587 [de],152,27,1.41
1065,2MASS J02431371−2453298,35,33,0.99
1066,LP 771-21,53,78,1.08
1067,2MASS J02511327+0047364,,,
1068,2MASS J02535980+3206373,184,65,1.9
1069,WISE J0254+0223,24,65,1.9
1070,DEN 0255-4700,16.2,80,0.97
1071,2MASS J03185403-3421292 [de],45,49,0.97
1072,2MASS J03205965+1854233,47,88,1.15
1073,2MASS J03231002-4631237,192,23,1.66
1074,SDSS J032553.17+042540.1,59,45,0.95
1075,2MASS J03264225-2102057 [de],80,18,1.3
1076,2MASS J03284265+2302051 [de],98,54,0.98
1077,2MASS J03341218-4953322,27.0,73,1.04
1078,LP 944-20,20.9,73,1.43
1079,2MASP J0345432+254023,88,74,1.05
1080,Teide 1,380,55,3.78
1081,SDSS J000013.54+255418.6 [de],46.1,48,0.99
1082,2MASS J08283419-1309198,,,
1083,2MASS J00040288-6410358,192,19,1.63
1084,LHS 102BC,,,
1085,2MASS J00242463-0158201,37.7,79,1.09
1086,2MASS J00250365+4759191AB,143,,
1087,2MASS J00274197+0503417,236,31,1.44
1088,2MASS J00275592+2219328,46.9,,
1089,2MASSW J0030300-145033,87.2,54,0.98
1090,2MASS J00332386-1521309 [de],131,29,1.43
1091,2MASS J00345157+0523050,31,42,0.94
1092,2MASS 0036+1821,28.6,42,0.94
1093,2MASSW J0045214+163445,57,23,1.62
1094,WISEP J004701.06+680352.1 [fr],40,12,1.3
1095,2MASS J00501994-3322402 [de],34,40,0.94
1096,2MASS J00034227-2822410,,,
1097,2MASS J00584253-0651239 [de],96,29,1.43
1098,CFBDS J005910.90–011401.3,30,23,
1099,2MASSI J0103320+193536,70,52,0.98
1100,SDSSp J010752.33+004156.1 [de],51,52,0.98
1101,2MASSI J0117474-340325 [de],163,20,1.62
1102,2MASS J01415823-4633574 [de],130,20,1.61
1103,SDSS J015141.69+124429.6,70,47,0.97
1104,DENIS-P J020529.0−115925A,65,,
1105,DENIS-P J020529.0−115925B,65,,
1106,DENIS-P J020529.0−115925C,65,,
1107,SDSS J020742.48+000056.2 [de],111,47,0.97
1108,2MASS J02103857-3015313,101,15,1.53
1109,2MASS J02340093-6442068,155,20,1.62
1110,2MASS J02411151-0326587 [de],152,27,1.41
1111,2MASS J02431371−2453298,35,33,0.99
1112,LP 771-21,53,78,1.08
1113,2MASS J02511327+0047364,,,
1114,2MASS J02535980+3206373,184,65,1.9
1115,WISE J0254+0223,24,65,1.9
1116,DEN 0255-4700,16.2,80,0.97
1117,2MASS J03185403-3421292 [de],45,49,0.97
1118,2MASS J03205965+1854233,47,88,1.15
1119,2MASS J03231002-4631237,192,23,1.66
1120,SDSS J032553.17+042540.1,59,45,0.95
1121,2MASS J03264225-2102057 [de],80,18,1.3
1122,2MASS J03284265+2302051 [de],98,54,0.98
1123,2MASS J03341218-4953322,27.0,73,1.04
1124,LP 944-20,20.9,73,1.43
1125,2MASP J0345432+254023,88,74,1.05
1126,Teide 1,380,55,3.78
1127,2MASS J03510004-0052452,48,102,1.27
1128,SDSS J000013.54+255418.6 [de],46.1,48,0.99
1129,2MASS J08283419-1309198,,,
1130,2MASS J00040288-6410358,192,19,1.63
